0,445,210,1651008297.1957812
0,445,210,1651008297.251778
0,445,210,1651008297.2967799
1,542,118,1651008297.3337784
3,462,66,1651008297.3347785
1,494,128,1651008297.367778
1,542,118,1651008297.3687794
2,642,110,1651008297.3687794
3,482,97,1651008297.3697782
4,306,76,1651008297.3697782
3,460,66,1651008297.3707793
1,494,128,1651008297.4037797
1,540,117,1651008297.4047816
2,642,113,1651008297.4047816
3,480,95,1651008297.4057806
4,305,76,1651008297.4057806
3,461,66,1651008297.4067788
1,494,128,1651008297.4377792
1,540,117,1651008297.4377792
2,645,113,1651008297.438781
3,479,98,1651008297.438781
3,459,66,1651008297.4397793
1,541,117,1651008297.4697778
2,646,112,1651008297.4707794
3,478,97,1651008297.471781
3,458,66,1651008297.47278
5,488,127,1651008297.5027776
1,542,116,1651008297.5027776
2,600,111,1651008297.5037806
2,646,112,1651008297.504782
5,468,99,1651008297.504782
5,484,95,1651008297.5057793
5,458,66,1651008297.5057793
1,542,116,1651008297.5347786
2,599,112,1651008297.5347786
2,645,112,1651008297.5357773
5,455,99,1651008297.5357773
5,484,95,1651008297.5357773
5,458,66,1651008297.5367785
6,495,127,1651008297.5687778
6,543,116,1651008297.5697784
2,597,112,1651008297.5697784
5,477,98,1651008297.5707803
5,456,66,1651008297.571781
6,548,116,1651008297.599779
6,597,112,1651008297.60078
7,648,112,1651008297.60078
5,465,98,1651008297.60078
5,451,64,1651008297.6017792
8,489,128,1651008297.63878
6,548,116,1651008297.639779
6,597,111,1651008297.6407797
7,649,112,1651008297.6407797
8,465,99,1651008297.6407797
8,488,127,1651008297.6737785
8,505,126,1651008297.674779
8,548,116,1651008297.674779
6,598,111,1651008297.674779
7,650,112,1651008297.6757796
9,488,127,1651008297.7077794
8,505,126,1651008297.7077794
8,549,116,1651008297.7087796
8,598,111,1651008297.7087796
7,652,113,1651008297.7097785
9,466,99,1651008297.7097785
9,488,127,1651008297.7387795
9,505,126,1651008297.7397792
9,549,116,1651008297.7397792
9,597,111,1651008297.740779
7,652,112,1651008297.740779
10,488,127,1651008297.770778
10,505,126,1651008297.7717803
9,549,116,1651008297.7717803
7,653,112,1651008297.7727785
10,466,99,1651008297.7727785
10,498,129,1651008297.8067772
11,602,111,1651008297.8067772
9,550,115,1651008297.8067772
7,655,112,1651008297.807778
10,464,101,1651008297.807778
10,489,130,1651008297.842779
10,509,126,1651008297.843778
11,602,111,1651008297.843778
10,550,115,1651008297.8447778
7,656,112,1651008297.8447778
12,490,129,1651008297.8857772
10,510,126,1651008297.886779
11,602,112,1651008297.886779
10,552,115,1651008297.886779
7,656,112,1651008297.8877783
12,462,101,1651008297.8877783
12,502,128,1651008297.9177792
11,602,112,1651008297.918779
10,553,115,1651008297.918779
13,672,113,1651008297.918779
13,654,95,1651008297.9197788
12,499,128,1651008297.9517784
11,605,112,1651008297.95278
10,552,115,1651008297.95278
13,658,112,1651008297.9537792
13,654,94,1651008297.9537792
14,452,101,1651008297.9547815
12,503,128,1651008297.987779
15,707,115,1651008297.987779
11,605,112,1651008297.9887774
12,551,115,1651008297.9887774
15,659,112,1651008297.9887774
15,653,95,1651008297.9897778
14,450,101,1651008297.9897778
12,504,127,1651008298.0227766
11,605,112,1651008298.0237792
15,664,112,1651008298.0237792
15,651,94,1651008298.0237792
14,450,102,1651008298.0247777
12,504,127,1651008298.055777
16,708,115,1651008298.055777
11,605,112,1651008298.055777
16,664,113,1651008298.0567784
17,553,114,1651008298.0567784
14,450,102,1651008298.0567784
12,507,126,1651008298.0887773
11,606,112,1651008298.0897784
12,554,114,1651008298.0897784
16,665,112,1651008298.0897784
14,449,102,1651008298.0907776
12,507,126,1651008298.1207774
11,606,112,1651008298.1207774
12,554,114,1651008298.1217782
16,662,112,1651008298.1217782
14,449,101,1651008298.1217782
12,507,126,1651008298.15478
11,607,112,1651008298.1557786
12,554,114,1651008298.1557786
16,662,112,1651008298.1557786
14,443,103,1651008298.156778
11,607,112,1651008298.1967807
12,555,114,1651008298.1977794
16,663,112,1651008298.1977794
14,443,103,1651008298.1977794
19,504,126,1651008298.2287805
11,607,112,1651008298.2297788
12,557,115,1651008298.2297788
16,663,112,1651008298.2297788
14,442,102,1651008298.23078
19,505,126,1651008298.2607808
16,664,113,1651008298.2607808
11,559,114,1651008298.2617815
11,607,110,1651008298.2617815
14,442,103,1651008298.26278
19,505,126,1651008298.299778
11,607,113,1651008298.300779
11,561,114,1651008298.300779
16,664,112,1651008298.300779
14,442,103,1651008298.3017805
19,506,125,1651008298.3737805
11,607,113,1651008298.374781
11,562,114,1651008298.374781
16,665,112,1651008298.3757796
14,444,103,1651008298.3757796
19,507,125,1651008298.4137793
11,610,113,1651008298.4137793
11,562,114,1651008298.4137793
16,673,112,1651008298.4147775
14,441,104,1651008298.4157822
19,507,125,1651008298.4567795
11,610,112,1651008298.464778
16,682,113,1651008298.464778
11,563,113,1651008298.4657786
16,699,99,1651008298.4657786
14,440,104,1651008298.4667795
19,508,125,1651008298.5007787
11,611,112,1651008298.501778
16,682,113,1651008298.501778
11,567,113,1651008298.502778
16,701,99,1651008298.502778
14,440,104,1651008298.502778
19,509,125,1651008298.532778
11,611,112,1651008298.533778
16,673,113,1651008298.533778
11,564,113,1651008298.533778
16,698,99,1651008298.5347784
14,433,107,1651008298.5347784
19,509,125,1651008298.562778
16,661,113,1651008298.5637784
11,564,113,1651008298.5637784
16,689,99,1651008298.564778
14,432,107,1651008298.564778
19,510,125,1651008298.59478
16,661,113,1651008298.5957787
11,568,113,1651008298.5957787
16,689,98,1651008298.5957787
14,430,107,1651008298.5967793
19,510,125,1651008298.6247783
16,661,113,1651008298.6247783
11,568,113,1651008298.6247783
16,689,98,1651008298.625779
14,430,107,1651008298.6267793
21,242,62,1651008298.6267793
19,514,125,1651008298.6567783
16,682,113,1651008298.657778
11,567,113,1651008298.657778
16,689,98,1651008298.657778
14,429,107,1651008298.6587787
21,242,62,1651008298.6587787
19,514,124,1651008298.6877775
22,621,111,1651008298.6877775
16,682,113,1651008298.688779
11,570,113,1651008298.688779
16,689,98,1651008298.688779
14,429,107,1651008298.68978
21,254,87,1651008298.68978
19,514,124,1651008298.7137804
19,558,116,1651008298.7137804
22,661,113,1651008298.7147806
19,588,112,1651008298.7157798
22,689,97,1651008298.7157798
14,426,108,1651008298.7167802
19,557,116,1651008298.7427785
22,648,112,1651008298.7427785
22,689,98,1651008298.7437792
14,426,109,1651008298.7437792
23,516,124,1651008298.771779
23,557,115,1651008298.7727802
22,649,112,1651008298.7727802
14,425,109,1651008298.77378
22,689,97,1651008298.77378
23,516,124,1651008298.7987785
23,558,115,1651008298.7997792
22,649,112,1651008298.7997792
14,424,109,1651008298.7997792
22,689,97,1651008298.800778
23,515,123,1651008298.8257785
23,558,115,1651008298.826779
22,665,114,1651008298.8277817
23,593,110,1651008298.828781
14,424,109,1651008298.828781
22,688,98,1651008298.828781
23,558,115,1651008298.8557785
22,665,114,1651008298.8567803
23,593,110,1651008298.8567803
14,414,111,1651008298.8567803
22,685,97,1651008298.8577788
24,516,123,1651008298.8867788
24,558,115,1651008298.8877792
22,666,114,1651008298.8877792
24,593,111,1651008298.8877792
14,413,114,1651008298.8887799
22,685,97,1651008298.8887799
24,558,114,1651008298.9177794
22,666,114,1651008298.9177794
24,593,110,1651008298.9187794
14,408,112,1651008298.9187794
22,683,96,1651008298.9197805
25,517,123,1651008298.9457781
25,558,114,1651008298.9457781
22,650,114,1651008298.9457781
14,406,113,1651008298.9467773
22,687,97,1651008298.9467773
25,517,123,1651008298.9727807
22,650,114,1651008298.9737787
25,558,112,1651008298.9737787
14,403,112,1651008298.9737787
22,687,96,1651008298.9747794
25,518,123,1651008298.9997785
22,667,114,1651008298.9997785
25,558,112,1651008298.9997785
14,411,114,1651008299.0007803
22,681,96,1651008299.0007803
25,518,122,1651008299.028778
25,558,112,1651008299.028778
22,650,113,1651008299.0297797
14,405,113,1651008299.0297797
22,685,96,1651008299.0307791
27,238,86,1651008299.0307791
25,518,122,1651008299.0557773
25,559,114,1651008299.0557773
22,650,114,1651008299.0557773
14,400,116,1651008299.0567782
22,686,99,1651008299.0567782
27,235,88,1651008299.0567782
25,519,122,1651008299.0817783
25,559,114,1651008299.0817783
22,650,112,1651008299.08278
22,682,98,1651008299.0837793
14,400,115,1651008299.0837793
27,234,89,1651008299.0837793
25,520,122,1651008299.1097803
25,563,112,1651008299.1097803
22,650,112,1651008299.1097803
22,683,98,1651008299.1107788
14,400,114,1651008299.1107788
25,520,122,1651008299.1367779
25,563,112,1651008299.1377792
22,651,112,1651008299.1377792
22,681,98,1651008299.1387794
14,392,115,1651008299.1387794
25,523,122,1651008299.163778
25,563,112,1651008299.163778
22,650,112,1651008299.163778
14,392,115,1651008299.1647787
22,681,97,1651008299.1647787
29,222,93,1651008299.1647787
25,524,122,1651008299.1897788
25,563,113,1651008299.190778
22,650,112,1651008299.190778
14,391,116,1651008299.190778
22,680,97,1651008299.190778
29,220,92,1651008299.1917784
30,349,61,1651008299.1917784
25,524,122,1651008299.2197783
25,563,113,1651008299.2207785
22,674,112,1651008299.2207785
25,597,110,1651008299.2217784
14,389,116,1651008299.2217784
22,679,97,1651008299.2217784
30,349,60,1651008299.2227774
25,563,112,1651008299.2447796
22,675,112,1651008299.24578
25,586,111,1651008299.24578
25,607,109,1651008299.2467787
14,383,116,1651008299.2467787
22,678,97,1651008299.2467787
30,330,65,1651008299.247779
30,349,61,1651008299.247779
31,524,121,1651008299.2737792
31,563,112,1651008299.2737792
22,676,112,1651008299.2747822
31,597,110,1651008299.2747822
14,373,117,1651008299.2747822
22,674,97,1651008299.2757804
30,341,61,1651008299.2757804
31,563,112,1651008299.3007784
22,676,112,1651008299.3017793
31,597,110,1651008299.3017793
32,444,103,1651008299.3017793
14,370,116,1651008299.3027778
22,674,97,1651008299.3027778
33,212,93,1651008299.3027778
30,341,61,1651008299.3037784
34,524,121,1651008299.3307803
34,563,112,1651008299.3307803
22,675,112,1651008299.331779
34,587,111,1651008299.331779
34,607,108,1651008299.331779
32,441,103,1651008299.3327785
14,369,120,1651008299.3327785
22,668,94,1651008299.3327785
33,212,94,1651008299.3337781
30,350,61,1651008299.3337781
22,675,112,1651008299.3567789
34,587,111,1651008299.3577788
32,441,103,1651008299.3577788
14,368,119,1651008299.358779
22,666,95,1651008299.358779
33,210,94,1651008299.3597803
30,350,62,1651008299.3597803
35,525,120,1651008299.3867786
35,563,113,1651008299.3867786
22,675,112,1651008299.3867786
35,587,111,1651008299.3877783
14,363,122,1651008299.3877783
32,444,103,1651008299.3877783
22,665,94,1651008299.3887777
33,210,92,1651008299.3887777
30,342,64,1651008299.3887777
22,674,112,1651008299.4137766
35,587,111,1651008299.4137766
14,362,121,1651008299.414778
22,667,96,1651008299.414778
33,202,95,1651008299.41578
30,342,64,1651008299.41578
36,526,119,1651008299.4397802
22,674,113,1651008299.4407797
35,587,111,1651008299.4407797
14,361,122,1651008299.4417799
22,667,96,1651008299.4417799
30,343,63,1651008299.4417799
36,526,119,1651008299.4677775
22,674,113,1651008299.4687774
35,587,111,1651008299.4687774
14,361,122,1651008299.4687774
22,667,96,1651008299.4697785
30,343,63,1651008299.4697785
36,530,119,1651008299.4957798
22,674,113,1651008299.4967797
35,587,111,1651008299.4967797
14,361,123,1651008299.4967797
22,666,95,1651008299.497779
