30,343,64,1651008299.497779
36,540,118,1651008299.523779
22,674,112,1651008299.523779
36,587,111,1651008299.523779
14,357,123,1651008299.5247777
22,666,95,1651008299.5247777
30,347,65,1651008299.5247777
22,674,112,1651008299.5507798
36,587,111,1651008299.5507798
14,354,124,1651008299.5517795
22,666,95,1651008299.5517795
30,348,65,1651008299.55278
37,531,121,1651008299.5767777
22,674,112,1651008299.5767777
14,354,123,1651008299.5767777
22,665,95,1651008299.5777805
30,346,65,1651008299.5777805
37,534,118,1651008299.6017785
22,674,113,1651008299.6017785
14,347,125,1651008299.6027775
22,665,95,1651008299.6027775
30,347,65,1651008299.6037784
37,542,118,1651008299.6277797
22,674,113,1651008299.6277797
14,347,125,1651008299.6287804
22,661,95,1651008299.6287804
37,541,86,1651008299.6297798
30,347,65,1651008299.6297798
37,534,118,1651008299.6637795
22,679,114,1651008299.6637795
14,349,126,1651008299.6647785
22,661,95,1651008299.6647785
37,541,86,1651008299.6647785
30,348,65,1651008299.665779
22,680,114,1651008299.6907787
37,535,117,1651008299.6907787
14,341,128,1651008299.6917777
22,660,95,1651008299.6917777
37,538,86,1651008299.6917777
30,349,63,1651008299.6917777
37,538,119,1651008299.7157786
22,650,111,1651008299.7157786
14,339,128,1651008299.7167795
22,658,94,1651008299.7167795
37,538,86,1651008299.7167795
30,351,64,1651008299.7177794
37,538,119,1651008299.74178
14,338,128,1651008299.7427795
22,650,111,1651008299.7427795
22,658,94,1651008299.7427795
37,536,85,1651008299.7437787
30,356,65,1651008299.7437787
37,543,118,1651008299.7767773
14,332,129,1651008299.7767773
22,672,111,1651008299.7777781
22,658,94,1651008299.7777781
37,539,86,1651008299.7777781
30,356,65,1651008299.7787778
37,543,118,1651008299.8027775
14,332,128,1651008299.8027775
22,672,111,1651008299.803781
22,657,94,1651008299.803781
39,603,88,1651008299.8047822
37,533,85,1651008299.8047822
30,356,65,1651008299.8057792
14,350,158,1651008299.8327787
37,543,119,1651008299.8327787
39,597,112,1651008299.8337796
14,320,132,1651008299.8337796
22,661,110,1651008299.8337796
22,657,94,1651008299.8347778
39,601,88,1651008299.8347778
37,531,87,1651008299.8347778
30,358,65,1651008299.8357778
37,543,119,1651008299.8627794
39,597,112,1651008299.8637784
14,319,132,1651008299.8637784
22,662,110,1651008299.8647788
22,657,94,1651008299.8647788
37,531,87,1651008299.8647788
39,599,87,1651008299.8657792
30,358,65,1651008299.8657792
37,543,118,1651008299.8937793
14,318,132,1651008299.8947783
22,650,109,1651008299.8947783
22,657,94,1651008299.8947783
37,530,87,1651008299.89578
39,597,87,1651008299.89578
30,357,65,1651008299.89678
37,545,118,1651008299.9217782
14,317,133,1651008299.9217782
22,650,109,1651008299.9227781
22,657,94,1651008299.9227781
37,528,87,1651008299.923778
39,595,88,1651008299.923778
30,357,65,1651008299.923778
37,545,118,1651008299.9527802
14,315,133,1651008299.9537795
22,650,110,1651008299.9537795
37,528,87,1651008299.9547787
39,592,87,1651008299.9547787
30,357,65,1651008299.9547787
37,545,118,1651008299.9797783
14,314,135,1651008299.9797783
22,673,111,1651008299.9807785
39,610,108,1651008299.9807785
37,528,87,1651008299.9807785
39,592,87,1651008299.9817777
30,359,65,1651008299.9817777
37,546,117,1651008300.0107782
14,313,136,1651008300.011778
22,660,110,1651008300.011778
37,526,87,1651008300.011778
39,590,88,1651008300.0127783
30,359,65,1651008300.0127783
37,546,116,1651008300.0437777
14,311,135,1651008300.0437777
22,673,111,1651008300.0437777
37,526,87,1651008300.0447798
39,588,87,1651008300.0447798
30,360,65,1651008300.0447798
37,546,116,1651008300.072778
14,301,137,1651008300.072778
22,673,111,1651008300.0737803
39,600,110,1651008300.0737803
30,367,90,1651008300.07478
37,526,87,1651008300.07478
39,587,87,1651008300.07478
30,360,65,1651008300.0757785
14,300,138,1651008300.1027775
37,546,116,1651008300.1027775
22,673,111,1651008300.1027775
30,367,90,1651008300.1037781
37,525,87,1651008300.1037781
39,584,87,1651008300.1047797
30,360,65,1651008300.1047797
14,296,139,1651008300.1277792
37,546,116,1651008300.128779
22,673,111,1651008300.128779
37,525,88,1651008300.128779
30,367,90,1651008300.1297798
39,582,87,1651008300.1307802
30,361,66,1651008300.1307802
14,294,139,1651008300.1567764
37,546,116,1651008300.1577775
22,673,111,1651008300.1577775
37,522,88,1651008300.1577775
30,367,90,1651008300.1587791
39,581,87,1651008300.1587791
30,404,84,1651008300.1587791
30,361,65,1651008300.1597795
37,540,117,1651008300.1877787
14,293,140,1651008300.1877787
37,572,112,1651008300.1887784
22,673,111,1651008300.1887784
30,367,90,1651008300.1887784
37,580,87,1651008300.189778
30,360,65,1651008300.189778
